content,labels
그럼 걍 딜감?,0
병신.. 고작 팔벌려뛰기도 제대로 못하는데 다른 명령은 제대로 쳐 듣겠다. 하나를 보면 열을 아는거임,1
입술짤 올린 언냐 롬앤 이거야?,0
이재명이 정치잘할거같음,0
짬에서 나온 메소드 연기,0
아이샤 극대격노,0
미친ㅋㅋㅋㅋㅋㅋㅋ,0
중국이 아무리 ㄱㅐ잣가튼 나라도 개정히 개두환 때 만큼은 아니다...,0
밥먹으려고 식당 간다,0
"지도 아무인증없이 동국대 이지랄해놓고 ""너네들이야 말로는 스카이지"" ㅇㅈㄹㅋㅋㅋ 동국따리 지잡대생 수준 딱나오노",1
핵융합로 완성! 발표를 못하는 이유>> 세계석유시장때문에... 미국주가곤두박질 중동은 거지나라로전락하고러시아는 다시 3개국으로쪼개짐 짱깨는 기름값요동 처서 개망함 일본은 지네가쓸 기름만 뽑아냄 한마디로핵융합로완성은 경제를 요동 치게만들고 새로운 경제구조를 만들게된다 그게 이반도놈들이이룬 성과다 헤헤,0
감사합니다,0
머구니까 저정도에 그친거지 팡주였으면 이미 칼부림 구두룡섬각,0
자기가 연예인 되고 싶었는데 실패한듯,0
니까짓게 이길수나 있노,0
짱개 개슬람 똥남아 다 섞이면 나라 꼴 참 볼만하겠다 씨발아,2
저건 저거대로 곤혹이네...,0
이거보면 옛날사람들 말이 틀린게없어.그짝애들하고 상종하면 안되.언젠가 뒷통수치거든 그것도 절묘할때.,0
탈레반이 어떤새끼들인지 알면서 그렇게 이야기하노 게이야 저기 들어가는게 기자정신이 있는건 맞다고 쳐도 저새끼들은 지들 꼴리는대로 죽이는놈들이다 여기자라고 안될꺼 뭐있노? 특히 남기자도 아니고 여기자가 그렇게 들어가면 ㄹㅇ 위험하지...,0
하나경 뭔가 억울해 보이긴하더라,0
아 난 열대새가 더 좋앗어ㅠㅠ,0
커엽다 하나 사주라!,0
계집이 개꼴려,0
무슨일 있음 엄마가 전화해줄께~~집에 있어봐봐~~,0
너무 인신공격은 자제들합시다 당신들은 뭐깨끗한가요?ㅠ 그래도 일본에서나 해외에서도 알아주는 탑클래스에요 ..국내 명예도 높였는데 가만해주면 좋겠습니다.더이상 상처받지말고 늘 응원해요 오빠 ㅠㅠ,0
"체면때문에 안가는 게 아닌데, 저분 남한 직업 군바리들의 생각을 전혀 모르네. 남한 직업군바리들은 사병들을 노예로 보지. 노예가 다쳤다고 병문안 갈 순 없지. 넘쳐나는 게 노옌데ㅋㅋㅋ",0
좆크보같은 물로켓리그가 흥행하는 건 참으로 부끄러운 일이다,1
연예인 군특혜는 여전하네. 어디 일병이 시상하러 외박나오냐?,0
사이코 ㅋㅋㅋ,0
가불기쓰노 시발,1
그래도 두바이 대가리주방장정도면 ㅅㅌㅊ아니였냐 ㅋㅋㅋ,0
저게 누구에게 한끼란 소리입니까?,0
신재민때문에 이광수 터트린듯~,0
그꼬라지나도 손절 못하는거보니까 너도 정병있는듯 치료받아봐라,0
?아이돌 직캠 보고 딸을 쳐..?,0
언냐들 자꾸 머리 얘기하는거 보니까 매직해야겟단 생각 들어,0
조1센 자영업자는 솔직히 망해도됨 술집 들어가기 전에 메뉴사진 보니깐 불삼겹볶음이란 메뉴있길래 사진보니깐 엄청 푸짐하던데 시키니깐 양파쪼가리 대패 몇개 이렇게해서 7천원 받아처먹더라,0
우리나라가 저런식으로 나오면 미국에서 인권으로 존나 쿠사리 먹일텐데 어케하노?,0
진짜 미쳤다,0
축 틀어지고 엔진룸도 먹어서 전손임 걍,0
나도 그렌저ig타지만ㅜㅜ돈있으면 외제차타고싶음ㅜㅜ,0
이름은 오세요 핀란드인데 프로필에는 오지마라고 되어 있음ㄷ,0
권권재덕 씹새끼 아 ㅋㅋㅋ,0
그 나이에 임신이 가능합니까?,0
ㅇㄱㄹㅇ,0
메이드 실키 너무 이쁘군요,0
ㅈㄴ미개하네ㅋㅋ,0
탓하는 게 아니라 그 때 흙 출신 자수성가 상당수는 지금 태어났으면 은 동따리들이라 구성이 다르다는 소리임,0
연기가 아~~~~주 물이 올랐으!!!!목소리 아~~~~주 꿀을 발랐으!!!!,0
메갈들은 꿈도 꾸지 못할 일이 일어났네.,0
ㄴㄴ 걔는 카와우의 맷 왓슨이고 얘는 더그 디뮤로,0
삽자루가 뭔 우파여 또라이인가,0
저거의 50배 시속으로 달리다가 아작 났어야했는데 ㅋㅋㅋ,0
나나 커엽노,0
남페미 = 강간범,0
전자면 나도 하나만 줘 할수있지,0
다 필요없고 특이점이 오는 어느 시점에 우리나라도 무슬림화 시켜야한다 아주 극단적인,0
LG폰 쓰는 사람 못봐서 뭐라 할 말이 없음. 누가 써야 쓸만하냐고라도 물어보지,0
진짜 어떡해 ㅜㅜ너무 불쌍해... 지금이라도 우리나라에 받아주면 안될까...? 진짜 현실성 없는 이야기라는거 알고있는데 너무 불쌍해서;;ㅠ너무 도와주고싶다,0
결론은 왕이 요통걸려서 생긴 문제아녀?,0
그것만 말해줘도 괜찮음 ㄳ ㄳ,0
와 진짜 저 동네 살벌하네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
일해라 호원게이야,0
조폭새끼들 싸움 못한다고 착각하는 애들이 병신같음 저새끼들 태반이 유도 씨름 복싱 선출임,1
침붕이 이짤로 두명 조리돌림 하겠지,0
의사 현타,0
배신의 아이콘,0
"누진세 나오는 집이라면 효과있지만, 문제는 개인이 얼마든지 설치할 수 있는 정도의 간단한 것을, 굳이 지정업체들 통해서 설치해야만 보조금을 지원하도록 해두고 그 업체들은 금액을 비싸게 책정해서 세금 도둑질을 하고 있다는게 문제 그리고 고장이라도 나면 관리를 해줘야 하지만, 업체들은 꼼쳐 먹을거 다 쳐 먹었으니 폐업하고 나 몰라라 해서 애물단지 되던지 본인이 수리 해가며 써야함.",0
요즘 영화ㅌㅊ에서 감동받은적이업귀,0
좆문가ㄷㄷ,1
인망대 새해부터 학교불에타더니 이제 부실대학까지 처맞고있네ㅋㅋㅋㅋㅋㅋㅋ,0
한 가지 확실히 문제되는건 저런 빡통새끼 많아지면 천동설 믿는 새끼가 많아짐,1
토착왜구 본거지 개쌍도 대구에서 반대하는거면 이슬람이 옳은거네,0
애초에 밖을 안나가는데 그딴거에 관심이 어케생김,0
펭귄.부엉이.올빼미(짱개.부칸)똘마니 이름불러준것도 고맙다고 해야지,0
양에겐 무관심이 답이지,0
형 진짜 너무 고마워 항상 동기부여는 형이 최고야 형도 우릴 통해서 동기부여 받고 항상 힘내길 바래 다 필요 없고 사랑해,0
조의 의지 ㄹㅇ,0
태양광이 더 환경오염 심한게 함정,0
도서관은 지역차도 있어 ㅇㅇ 가정환경의 연장선이라고 본다 흙수저들이 집에서 공부환경이 안된거처럼 흙수저 동내도 도서관같은데가 막장인거지,0
어째 변기보다 깨끗한 게 없어 ㅋㅋㅋ,0
저 새끼 폰은 화웨이 쓰고 옷은 스파브랜드만 입음? 명품 사는거랑 뭐가다르노 ㅋㅋ,0
페미나 정치관련 렉카 베라올라오는거보면 태반이 이 채널이더라,0
어림도없지ㅋㅋ,0
추자현도 얼굴 안보여 준다고 난리드만 우리나라 사람들은 얼굴 안보여 주면 못 믿음..ㅋ 그러다가 나타나면 기레기 욕하고..이건 더해서 성형해서 제 2 판빙빙 만들었다고 벌써부터 예고..ㅋ,0
솔직히 오거돈박원순안희정 때 아갈 묵념하고 있던 여성단체들은 아갈좀^^ 선택적 비판 ㅗ,1
봊이들이 사회진출하고 권력생기니까 혐혼 안하는 문화가 퍼졌자노 봊이들이 선택권이 생기니까 혐혼을 안하는 경우가 생긴거지 기존 혐혼제도는 잦이들을 위한거였다는거지 기존 혐혼제도가 봊을 위한거였으면 봊이들도 다 혐혼했겠지,2
그리고 누구보다 스포츠스타에 자아의탁 시키는거 좋아하는 민족주의 개센징이 할 소리가 아니다,1
죠죠의 파문전사시네 노화를 파문으로 막았네,0
아프간에서 20년동안 죽치고 2천조 들이부은게 빈라덴하나 찾을려고 그랬다기보단 아프간 안정화가 목표였다고 보는게 맞지않겠음? 빈라덴은 죽였어도 아프간 안정화에는 실패했으니 목적달성을 못한건 맞지,0
띠니는 의외로 백금발 ㄱㅊ았긔 노란끼도는 금발말고 흰끼도는금발,0
이년 분석 노무 잘햇노,1
말고 머리로 비비는게 마킹하는거임 고양이 머리부분에 취선이라고 냄새묻히는 기관이있대,0
강레오가 진짜고 나머지가 가짜라는건 대체 뭔소리냐 ㅋㅋㅋㄱㅋ,0
부침개 비쥬얼인데 ㅋㅋ,0
누가봐도 121 님이 개쳐발리신거 같은데 ㅋㅋㅋ ><,0
네 다음 애미뒤진 달창새끼  그래서 좆상호 징계는 언제하냐?,2
여성ㅊ 을 쓰는데 왜 여성용 여성팀이 나오냐?,0
"예전에 볼때는 그냥 저냥 지나갔던 짤인데 일본 살다가 귀국한 후 보니 확 와닿네. '개도 짖지 않고 운전자들이 경적도 울리지 않는 조용한 나라, 그런데 네온사인이 그리워진다...' 타인에 대해 무관심하고 '우리'라고 규정지어진 집단 이외에는 극한의 배타성을 보이는 사람들. 가식조차도 문화라고 떠드는 가면쓴 사람들. 차라리 문전박대를 해라 속으로는 온갖 욕을 하면서 얼굴로만 환영하지 말고",0
잘보긴 봤는데 나보고 인턴 왜하냐고 아깝다고 다른 기업들 공채 지원해보래,0
김학래가 피해자지,0
축리웹 픽 답노 ㅋㅋㅋ 페미니스트 노조 편드는애를 미는 축리웹의 혜안 ㅋㅋㅋ,0
오우씹 ㅋㅋㅋㅋㅋ,0
공군을 거르네,0
그냥 결국 억지네 ㅋㅋ 얼굴 제레로 바꿨으면 태생이 가져온 접대 양자속성 이여도 대가리 깨지게 빨듯한,0
중간에 노터마크있노 ㅋㅋㅋ,0
뭐하는건데? 편하게 할수 있는거면 좋지,0
씨발 이걸 모른다고?면허 반납하자,1
이해하고 못하고가 중요한게 아닌듯. 그냥 재미없음.. 마지막 전투신은 서바이벌게임 같은데... 중간에 30분은 졸아서 뭔지도 모르겠음.,0
리니지보다 더 지르자,0
귝뇌됴윕위 쉬급홥뉘돠 훠,0
가만히있는건 에바임 콤보끊겨 차라리 평타치는게 나음.,0
없는게 아니라 그남들이 안뽑는거지... 아 여혐 환멸나ㅜㅜ,0
악의는 1도 없다는게 더 나쁨,0
야동은 나라에서 막잖아 아 ㅋㅋ,0
퍼컬줌냐들 내봊대로 입고싶은거 입겟다는데 죽일듯이 패잖아,1
눈이 부시게 재미있게 봤어요~!,0
고생하는 블하랑 하르페..,0
왤케귀여움,0
다 진짜같네 ㄷㄷㄷ,0
누가 응원을 해요?? 응원물결이 있어요?,0
저승에 가서 생각해야하나???,0
야 ㅋㅋㅋ 너무 그러지 마. 나도 대민지원사업 하고 있는데 나이 먹은 놈들 개줮같다.,1
대단하긴 한데 저렇게 체중변화가 심하면 몸에 안좋은데...,0
복지까지 안좋았으면 진작에 절멸했을듯,0
ㄹㅇ 현에솦판 최악의 빌런 아니겠누,0
그 엔딩 입갤 ㅋㅋㅋㅋㅋㅋㅋ,0
바이크 동호회 사람들이 항상 말하는게 뒤에 누구 태우지 말라 그르드라고요. 기왕 뒤질검 혼자 뒤져야지 뒤에 가만히 타 있는 놈은 무슨죄냐면서.,0
꼬우면 돌아가서 나라 되찾아 미국이 무기까지 다 챙겨줬는데 병신들이 도망쳐와서 징징대노,1
근데 저게 당연한거 아냐? 무슬림 새끼들이 동네 활보하고 다니면 주민들 얼마나 공포에 떨겠냐고,0
장도리로 도환이 쇄골 으스러뜨려주고싶다♥,0
저거 반동 줄일려고 무릎앉아 쏴 하는거 아닌가 그래도 저건 심하다,0
개씹버러지 갤러리 ㅋㅋㅋ,0
어어 이거 잘만하면 꼭지 보일거같은데,0
0.1쫘좡면이네,0
군대는 할당제 안하노?,0
하 씨발 나는 전생에 대체 뭔짓을한거노 ㅋㅋㅋ,1
동생옷 뺏어입는 언니 임마,0
이분 연기는 악마를보았다에서 보고 좀 실망.,0
쟤 찍으면 좆된다는건 알아서 찍지는 않지만 그래도 비호감은 아님ㅋ 근데 허경영이 문재인보단 낫지 않을까,1
왜 HOT 발톱의 때보다 못한 것들인지 여실히 들어난다 라이벌은 개뿔 얘넨 오합지졸이다 젝키 .. 여섯개의 똥파리들,0
일본에도 비슷한게 잇던거같은데,0
여기 클릭하고 들어온사람은 사먹는거보다 저렴하게 믹서기로 아이스크림 만들수 있나해서 들어온 사람도 많을걸? 나도 그래서 들어와 본거고,0
말투뷰터 아주 달달혀,0
와!! 피카소!!!,0
어렵다고 좋은영화아니다 지머리속에서나 정립된걸 관객이따라가긴 당연히힘들다 불친절하고 소모적인 쓸데없이 현학적인 역대급망작,0
셰프님 그래서 빵집 이름이?,0
과연 두한이가 무릎을 꿇을만하군...,0
M&A전문가란 직업이 있어요?^^PF금융업억 종사하는데 저런 직업은 처음.ㅋ,0
페미니스트이려고.. 노력하죠,0
저기가 챔피언스리그구나,0
딱 지 주변 수준 ㅋㅋㅋㅋ,0
하늘을 날고이써!,0
와 족고수,0
저기서 현상유지되면 양반인데 조금씩 쌓이다가 특수청소부 부르는 사태 터짐,0
세상에,0
근데 시발 집안 레전드네...,0
역시 미스코리아 딸이라 예쁘네요~~!,0
왜캐 섹스함?,1
재밌긴한데 기억에 남을 영화는 아닌듯,0
방송 쥐흔하려는 사람이 병신이지 방송인들이 걔 하나에 쥐흔당해서 걔 입맛에 맞춰 파티 짜야하냐?,1
조오또 가진것 없던 놈이 무언가 가지니 양아치가 되는구나 병신 양아치,0
장도연 고정되면 대상받을듯,0
솔직히 이세계인은 따로 치자,0
외계인 대장이냐 ㅋㅋ,0
와 젖이 11센치나 박히네,1
은하철도 277! 은하철도 277!,0
저런 냄비에 파스타면 삶다가 생일초처럼 불붙은 분들 분명히 있쥬? ㅋㅋ,0
셰프님 고닉파서 새벽에 야갤 들어와주세요,0
지네맘에 안들면 범죄라하노 씹련들이 ㅋㅋ,1
저걸 광고로 만드네 씹ㅋㅋㅋㅋㅋㅋ,0
저건 땅에피자잖아 ㅋㅋ,0
진지하게 음주운전 아님? 맨정신으로 벽에 저렇게 꼴아박았다고?,0
저거 스붕이임,0
와 너무 좋다 미쳤다 ㄹㅇ,0
만화틱하다 ㅋㅋ,0
정해인 소속사에 전화해봤는데 네이버 메인에 실어달라고 한적 없대요 기자들이 갖다 실은것뿐이지 굳이 전화해서 기사 내리라고 안했을뿐 인기가 많으니 안티들도 많아지네,0
참세안뇽,0
보정 잘해주는데가 최고긔,0
저새끼 다리 존나 짧네,0
나만 황제좋은거 아니었구나...ㅠㅠ,0
스토리가 엽기적이네 원작도이러나,0
쓸 수도 있지. 안 쓸 수도 있고.,0
마누라 하나 못 잡고 잡혀서 사는 호구 병신 보빨러들이 얼마나 많길래 저러냐?,1
역시 대구가 근본이노,0
오상식이 진정으로 고개숙여 인사한 유일한 인물인듯,0
알라키어 전사가 넘 쎄서 망한 줄 알았는데 ㅋㅋㅋㅋㅋ,0
제보자 실명깐게 일반 국민도 아니구 국회의원이라니 저까튼 세상이네 황희씨 서씨 이름 까면 고발할꺼야? ㅋㅋㅋ 뭐가 이리 내로남불이야,0
놀랍게도 흑인들 모여사는 미국보다 치안 좋음 진지함.,0
저건 온나라 들가서 신상털고 전역 후 민간인 신분으로 구두룡섬 박아야됨 ㄹㅇ.. 손이 저래서 제대로 박을 수 있을지나 모르겠다만,0
씨발 저걸 사느니 좀만 더 보태서 볼텍스 저가라인을 사지 ㅋㅋㅋㅋㅋㅋ,1
개조선 뚜따차를 만들어주던가,0
첨에 뭔가 했는데 합성이노ㅋㅋㅋ 뒤에 자랑스러운 사회주의의 언어가 써있네,0
그 글 썰린거부터 클리너도 돌린다는건데ㅇㅇ,0
30 넘겼으면 분탕 자격조건 되는거냐 시발...,1
ㄹㅇ 상속포기 왜 안하는지 답답하다 이런 것도 부모라고 인생을 저당잡히네,0
사실상 미국경제는 중국의 손아귀에 있는거였누 ㄷㄷ,0
얼마나 배가 고팠으면 에어팟을 먹었을까,0
얘 남자다 고추달린 요자임 ㅋㅋ 레이디보이,1
이나가 우물에 한국어를 풀었다 !,0
오 케롤... 작품이...,0
부침개 만들어넣고 피자라 우기내,0
돈많으니까 저런것도가능하구나,0
침착맨은 연예인 맞지,0
복지사회에 앞서 자본주의 시스템내 도덕성 강화가 우선이란 생각이 드는데 저만 그런가요?,0
사장이 한녀충인데 오죽하겠노 ㅋㅋㅋ 박근혜를 비롯해 유은혜 진선미 박영선 강경화 김현미... 보지년들이 차고 앉으면 다 말아처먹는거 국룰아니노. 한녀들은 지능이 낮고 성질은 더럽고 뭐하나 제대로 하는거 본적이 없음. 한마디로 병신 육갑하는 존재임,2
시바라 뒤질래,0
전국감시단 ㅋㅋ아주 완장차고 ㅈ1랄들 나셨네,0
앞에  언팩 ) 붙여 !!!!,0
fuck yeah!,0
와 집안차이 ㄹㅇ비교된다,0
존나 어이없네,0
솔직히 오달수는 영화로 죄값 다 갚았자나요 용서해줍시다..,0
여성이 죽기쉽고 아니고는 별 상관없다고 생각함 남성도 총알 한방이면 죽잖아  나는 저기서 탈레반을 취재한다고 굳이 여성을 보냈어야 할지의 문제라 생각함,0
난 이상하게 김영희만 보면 짠해요,0
안나때문에 존나 학을뗌 씨발년,1
테마모텔 개념인가 ? 이거 불법 아냐 ?,0
최고다 추추추추,0
그게 맞긴한데 갑자기 나 따라다니면서 괴롭히면 이유라도 알고 싶어서 잘 차단 안하게 됨,0
진짜 최고야 타락모모..대사 제발 요망해졌으면 좋겠다,0
이게 흙수저 집안은 자녀계획같은게 없고 그냥 질싸해서 생긴 원하지 않는 자식이라 그런듯,0
사주 자체가 ㄹㅇ잦위주 봊 후려치는 해석임 씹구닥다리,2
오 필요하긴 하겠다.,0
원래있었는데 중국이랑 짠건 아니지?,0
썩은사과의 갑질.,0
여성족가부 게임은 질병이다 하지말라고,0
똑같은 이유로 그 페미 만화도 나왔잖아 ㅋㅋㅋㅋ,0
존나 오글거리네 찐따새끼야,1
아무것도 아닌것처럼 씨부리면서명의 이전에 목숨거는게 간악해보이는데? ㅋ그게 아무것도 아니면 지년 애비 집 지분 일부 남자에게 명의 이전 좀'시원하게' 해주지 그러노 교활한 한국년들,1
일찐들만 만화그리노...,0
님 주장은 뭐임? 도시 생태계엔 다양한 생물이 있어야 한다는 거임?,0
산타이갓타이 가아디오응,0
서민들 장사하는 사람 백종원 욕하는 사람 엄청 많습니다 ㆍ,0
와 근데 전교조 사상교육과 좌빨선동이 장난 아니구나 ㅋㅋ 여기다가 미국끌어들여서 공산통일 막아낸 이승만을 갖다붙혀서 욕하네 ㅋㅋ 문재앙문재앙거리면서 페미척결외치지만 대가리는 이미 좌경화된 자폐아 좀비들인듯ㅋㅋ 진짜 진작에 공산통일 당해서 김일성김정은 자지 빨았어야할 더럽고 역겨운 국민성ㅋㅋ,0
김제동 역겨워 저런인간이 7억 연봉 지나가는 개가웃을일..선동 꾼 시청룬 1프로로 부끄럽지도않냐? 7억이,0
ㅂㄱㅎ정부때 사찰 관련해서 ㅈ.ㄹ을 하더니 더한 놈들이었네,0
하지만 한국군이랑 공관에서 일하던 협력자들은 단 한번의 고민없이 내쳤지 깔깔깔 대한민국에 난민따윈 필요없다 이거지~,0
아유 이뻐라,0
센징들이 이게 문제임ㅋㅋ 몇 살에는 뭐 해야 되고 몇 살에는 돈 벌어야되고 지들끼리 나이라는 낙인을 찍고 남들 눈치보고 삼ㅋㅋ,1
이제 넌 좃된거임,1
캐릭터 갈면 코어 줘?,0
지랄은 베트콩들이 했지. 한국인이 하지도 않은 말 왜곡해서 혀한 선동 한 게 누군데.,0
한국사회에서 척결해야될 문빠들 ~~ 현병장은 황희 의원 고소하시고 인터넷에 악플단 문빠 쓰래기들도 전부 고소하시길,0
애미 ㅋㅋ 나는 여성ㅊ 쳐도 어성초만 나온다 기레기 새끼,1
여중생겜이니 여중생이 많지,0
저건 마스크 벗고 마시면 진짜 죽는거 아님??,0
첫짤 정신나갔노 ㅋㅋㅋㅋㅋㅋㅋ,0
왜 스타들이 라스 안나오는줄 알겠더라. 사전 인터뷰때 대수롭지 않게 뱉은 말을 싸움붙이려고 부풀려서 MC들이 굳이 언급함. 그리고 논란같은거 생기면 편집 그딴거 없고 걍 내보냄,0
와 ㅁㅊ,0
건축학 개론 지금 다시 봤는데 솔직히 건축학 개론 보다는 아닙니다ㅋ 건축학 개론은 건들지 맙시다ㅋ 볼때마다 가슴이 애려 옵니다ㅜㅜ,0
오 대단해,0
어우 캡쳐만 봐도 재미없냐 어떻게,0
미치겟네 ㅋㅋㅋㅋ,0
세상에 이런일이에 나오셨던 코끼리다리 남성분 근황이 궁금합니다,0
그럼 뭐하나 이제 없어질 나라,0
훠어~ 계획대로 조선인 말살됩니돠~,1
근데 무대 백스크린에 들어가는 문구까지 산이가 일일이 컨펌한거야?,0
ㄹㅇ 저능아 장애인이 보는갑네,0
애미뒤진 스갤 새끼들 다 밴당한거 기분좋노 ㅋㅋ,2
나는 오늘 맞고 왔음,0
"빛간만화 오래간만이다 넘나 좆간만 나오는게 많았어 ""사람""이라고 표현하는거 꽤 인상적이다",0
조울증 약받으러 ㅎ,0
탄핵주도 애미뒤진소리하네ㅋㅋ 느근혜 감방쳐넣은 윤석열한테는 왜그렇게 관대하노?ㅋㅋ,1
감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다,0
궁금해서 그런데 일반 미국인들이 KIA 하면 전사자라는 의미를 바로 알음? 군용어 아님?,0
닉갑 오지고 병신색기,1
근본도시 대구 ㅋㅋㅋ,0
네이버 연동 계정,0
게이가 이해 해라!,0
남페미는 한 순간도 쉬지않고 여성을 ㄱㄱ할 생각뿐임이 증명됐다 동훈게이가 그 증거다,0
또라이노 ㅋㅋ,0
돌겠네,0
시발년이네남친 잇냐?,1
쓰레기들 정화좀 시킵시다.,0
설마 얘가 망할준 몰랏는데근데 존나 잘먹더니 언제부터 안먹고 뱉던디장에 문제온거아님??,0
주작기 돌리니까 그렇지,0
이해가 안가긔,0
진짜진짜 사랑스럽다,0
참 앵간히 관리 했구나..저러고 싶을까,0
아 이게 안 될 수도 있는 거구나...,0
상한약으로 정해라. 10억 100만원. 아니면 파는 사람한테만 받던지~,0
중근웹 형님들이 하는 스팀겜보다는 퀄리티 좋네요,0
무사히 2.3상 단계 통과해서 좋은 결과로 어서 이 사태가 진정 되길바랍니다.6개월째 월급과 생활비 없는 삶 살고 있어요.제발 빠른 시간에 백신에 성공하여.우리나라 모든 국민과 전세계 사람들 구하는 회사 되세요.,0
럽라 오프닝?,0
사기를 대놓고 치네 ㅋㅋㅋ,0
근데 야구 1인자 마이크 트라웃은 뭐하냐 부상이냐,0
미 유럽이 하니까 우리도 해줘!!!,0
본인 초딩 때 컴터로 복돌 마크 런처 깔았다가 바이러스 터져서 컴터 박살남,0
걱정하지마셈 전시작전통제권 저넘한테있음 전쟁발발시 국군은 저넘이 지휘함.,0
만신 ㅠㅠ,0
노동조합이 언제부터 정치결사가됐노? 시발 문재인 전부다 지 똘마니로 쓰네,0
오늘같은 날씨 좋못사,0
ㅋㅋㅋ 만화랑 현실을 구분을 못해?구분을 못하면 느그들이 빡대가리 인거고코미디를 현실로 보내 ㅋㅋ아 맞다 니들 인생이 코미디지 ㅋㅋ,0
국산차 타다가 수입차 타는 사람은 봤어도 수입차 타다가 국산차 타는 사람은 못봤다,0
녹스 갓겜이었지,0
이거 보고 퍼컬 탄다는년 지가 눈썰미 좆빻은듯,0
문재인 = 간첩,0
이거 ㄹㅇ 내가 요즘애들 어휘력 문해력 떨어진다고 쓴거 실베가고 댓글도 3천개 달렸었음,0
캬 ㅋㅋㅋㅋㅋ,0
마크 ㅋㅋㅋ 성인겜 못해서 3번이나 찾아보네,0
똥쌀때 개꿀잼이지 이거,0
저도 노딱많아서 땅파서 찍습니다 ㅜㅜ 결국 협찬 겨우겨우 받아냄..,0
"""중화"" 제육덮밥이니 제대로 나온 것 같은데",0
그럼 두개가 똑같은거란 소리인데 왜 자꾸 우김?,0
슬기로운 깜빵생활,0
랄로방을 안보는게 아니라 그냥 트위치를 안보시는듯 ㅋㅋ 근데 그런분이 스갤엔 왜?,0
서현에도 요즘 구성남애들 지하철 타고 많이 놀러오는듯 시발 좀 꺼졌으면,1
이새기일베일수있다. 신해철 바른소리하는거싫어했을거같다는생각이 든다. 말도안되는일이 벌어지는 세상,0
그 토인되는맛에 쓰는거긔,0
안할듯,0
좌빨들 하는짓거리 초등생 다구리 터는것보다 유치짬뽕이다,0
아쉽네..그럼 나중에 또 그려올때 내킨다면 남겨줬으면 좋겠음ㅋㅋ그림체 취향이라 물어본거야 그림 잘봤어!,0
이게 확실히 환해보이지윤? 이지랄하는데 걍 세뇌하는거 같긔,0
더 뒤져야해 개새끼들 대가리 다 박살나라,1
약혼 ㅋㅋㅋㅋ,0
날아가면서 써야함.. 못쓰면 리신하면안됨,0
나도 55나왔는데 후임 중에 서울대생 있었다,0
내인생이 망할것 같긔,0
중간에 땀에 젖은 짤 ㅎㄷㄷ,0
아이돌 빠는 새끼들 = 직캠딸치는 앰생 버러지,1
"그런 듯 ㅇㅇ 머나먼 과거의 고대국가 시절에는 계급별로 사용할 수 있는 색상, 옷감 등도 아싸리 법으로 정해져있었다고 들은 것 같다.",0
강매하는 꼴이네 ㅋㅋ,0
팩트) 요즘은 클라우드 서버를 많이 쓴다,0
"배민에 있는데 팁이 3,000원임. 하지만 난 가까워서 포장하면 됨",0
전기차가 나중에 상용화 될때까지 기다려라 지금사면 병신테스터 일뿐이다.니네집 주차장에서 개인충전 가능하고 있고 회사가면 주차장에 개인충전 가능하면 모를까...장거리뛸땐 미리미리 목적지주변에 검색하고 알아봐야하고 자리를 가더라도 다른차충전중이거나 충전완료되었는데 그냥 안비키고있거나일반차량주차해되어있거나 그럼 일일이 전화해서 빼달라해야하고 말도안통하는 곳에 해외여행 갔는데 배터리가 50%남아있어도 보조배터리가 없으면 항상 불안한 느낌이라면 이해하려나..차라는게 편의성인데 이런 불편함을감수해야하나...돈? 기름값아낀다? 음 일부분 맞기도 하고 틀리기도하다. 전기세가 싸니 유류비를아끼는건 맞는데 차가 일단 비싸다. 수리비 좆된다.아직은 내연기관타는게 맞고 배터리기술 올라가고 값떨어지고 주차장에 무선충전가능하고 상용화된시기오면 그때사는게..답이다.,1
역시 한국여자는 위안부의 후예가 맞음. 피는 못속인다니까,1
그래도 한국 지원햿다가 한국하고는 안싸운게 다행이지,0
이새끼 왤케 화났노 모솔임?,0
개새끼들이 뭐만 하면 지랄이야 작가가 니들까지 맞춰줘야되나,1
4갠데 게이야,0
제5원소노,0
그게 첨단과학이라는거다 휴먼,0
스붕이가 질투해서,0
코코눈나 왤케이쁨,0
"""국민은 능력이나 전문성보다는 태도나 자세를 중시한다"" 이게 지금 여당입에서 나올말임..???",0
니가 아는 척 한거 아니면 니 이야기 아닌데 왜 니가 발끈함  마더 테레사 위인전 보면서 엉엉 울 것 같은 감수성이노 ㅋㅋ,0
아니 불쾌하면 안보면 되져. 그걸 문제삼아 기안 84를 방송계에서까지 퇴출시키려 하는 처사는 너무한것 같습니다. 절대 동의할수 없어요.,0
아니 이댓글이 어렵냐? 왜이해를못함? 무반동총이란거자체가 발사시 생기는 반동을 상쇄시키기위해 뒤에서도 똑같이 포탄의 진행방향 반대쪽으로 힘을 가하는 원리인데 발사시 생기는 추진력이 어떤 외부력에의해 제대로 생기지않으면 뒤에서 생기는 상쇄힘은 그대로 작용하니까 결국 포가 앞으로 쏠린다는뜻인데 뭔 전혀 이해못하는소리를 하고있음?,0
전형적인 열등감이네.,0
월세도 못 내는 놈한테 칼춤 한번 처주고 평생 깜빵에서 살려고 ㅋ,0
